key,player,pos,base,fix1,absence,both
peter-faulks-1,Peter Faulks,MID,11,11,11,11
malcolm-lynch,Malcolm Lynch,MID,11,11,11,11
joe-anderson,Joe Anderson,GEN_DEF,11,11,11,11
ben-warren,Ben Warren,GEN_FWD,9,9,9,9
sam-sheldon,Sam Sheldon,MID,11,11,11,11
justin-westhoff,Justin Westhoff,KEY_FWD,10,10,10,10
andrew-collins-1,Andrew Collins,MID,11,11,11,11
paul-o-shea,Paul O'Shea,GEN_FWD,8,8,8,8
calib-mourish,Calib Mourish,MID,11,11,11,11
bryce-campbell,Bryce Campbell,GEN_FWD,8,8,8,8
jesse-white,Jesse White,KEY_FWD,10,10,10,10
james-thomson,James Thomson,KEY_FWD,10,10,10,10
ryan-williams,Ryan Williams,KEY_DEF,13,13,13,13
sam-jacobs,Sam Jacobs,RUC,10,10,10,10
dean-dick,Dean Dick,GEN_DEF,7,7,7,7
leigh-adams,Leigh Adams,MID,8,8,8,8
alex-lee,Alex Lee,GEN_DEF,7,7,7,7
brett-collins,Brett Collins,MID,8,8,8,8
joel-reynolds,Joel Reynolds,MID,8,8,8,8
tasman-clingan,Tasman Clingan,GEN_DEF,7,7,7,7
clinton-jones,Clinton Jones,MID,2,2,2,2
sharrod-wellingham,Sharrod Wellingham,MID,8,8,8,8
gavin-hughes,Gavin Hughes,GEN_FWD,6,6,6,6
daniel-hayes,Daniel Hayes,GEN_FWD,6,6,6,6
chris-smith,Chris Smith,MID,8,8,8,8
andrew-mcintyre,Andrew McIntyre,KEY_FWD,7,7,7,7
nick-smith-1,Nick Smith,GEN_DEF,7,7,7,7
jamie-mcnamara,Jamie McNamara,GEN_DEF,7,7,7,7
michael-jamison,Michael Jamison,KEY_DEF,10,10,10,10
danny-chartres,Danny Chartres,KEY_DEF,8,8,8,8
ben-hughes,Ben Hughes,GEN_DEF,7,7,7,7
scott-clouston,Scott Clouston,GEN_DEF,7,7,7,7
gavin-grose,Gavin Grose,KEY_DEF,8,8,8,8
matthew-suckling,Matthew Suckling,GEN_DEF,7,7,7,7
liam-bedford-2,Liam Bedford,MID,8,8,8,8
jake-king,Jake King,GEN_DEF,2,2,2,2
luke-van-rheenen,Luke Van Rheenen,MID,8,8,8,8
brent-macaffer,Brent Macaffer,MID,8,8,8,8
jarrod-harbrow,Jarrod Harbrow,GEN_DEF,7,7,7,7
andrew-foster,Andrew Foster,GEN_FWD,6,6,6,6
james-turner,James Turner,GEN_FWD,6,6,6,6
matthew-o-dwyer,Matthew O'Dwyer,GEN_FWD,6,6,6,6
ross-young,Ross Young,KEY_FWD,7,7,7,7
matt-campbell,Matt Campbell,GEN_FWD,6,6,6,6
daniel-dzufer,Daniel Dzufer,GEN_DEF,7,7,7,7
nathan-batsanis,Nathan Batsanis,MID,8,8,8,8
sam-gibson,Sam Gibson,MID,9,9,9,9
jason-davenport,Jason Davenport,MID,6,6,6,6
robert-eddy,Robert Eddy,GEN_FWD,6,6,6,6
darren-rumble,Darren Rumble,RUC,10,10,10,10
rhys-archard,Rhys Archard,KEY_DEF,8,8,8,8
luke-brennan,Luke Brennan,GEN_DEF,7,7,7,7
haydn-kiel-2,Haydyn Kiel,GEN_DEF,7,7,7,7
peter-hardy,Peter Hardy,MID,8,8,8,8
greg-gallman,Greg Gallman,MID,8,8,8,8
joel-tippett,Joel Tippett,GEN_FWD,6,6,6,6
jarryn-geary,Jarryn Geary,GEN_DEF,7,7,7,7
martin-clarke,Martin Clarke,GEN_DEF,7,7,7,7
jamie-elliott,Jamie Elliott,GEN_FWD,32,32,32,32
wil-parker,Wil Parker,GEN_DEF,35,35,35,35
ben-murphy,Ben Murphy,GEN_DEF,281,281,281,281
kobe-mcdonald,Kobe McDonald,GEN_DEF,281,281,281,281
indy-cotton,Indy Cotton,GEN_DEF,281,281,281,281
josh-corbett,Josh Corbett,KEY_FWD,4,4,4,4
chris-burgess,Chris Burgess,KEY_DEF,11,11,11,11
jake-neade,Jake Neade,GEN_FWD,9,9,9,9
luke-brown,Luke Brown,GEN_DEF,13,13,13,13
steven-morris,Steven Morris,GEN_DEF,4,4,4,4
adam-cooney,Adam Cooney,MID,73,73,73,73
andrew-walker,Andrew Walker,GEN_DEF,32,32,32,32
colin-sylvia,Colin Sylvia,GEN_FWD,38,38,38,38
farren-ray,Farren Ray,MID,61,61,61,61
brock-mclean,Brock McLean,MID,57,57,57,57
kepler-bradley,Kepler Bradley,KEY_DEF,26,26,26,26
kane-tenace,Kane Tenace,MID,48,48,48,48
raphael-clarke,Raphael Clarke,GEN_DEF,21,21,21,21
david-trotter,David Trotter,GEN_DEF,20,20,20,20
ryley-dunn,Ryley Dunn,MID,41,41,41,41
beau-waters,Beau Waters,GEN_DEF,20,20,20,20
ryan-murphy,Ryan Murphy,KEY_FWD,19,19,19,19
brent-stanton,Brent Stanton,MID,34,34,34,34
fergus-watts,Fergus Watts,KEY_FWD,18,18,18,18
troy-chaplin,Troy Chaplin,KEY_DEF,21,21,21,21
josh-willoughby,Josh Willoughby,MID,29,29,29,29
billy-morrison,Billy Morrison,KEY_FWD,17,17,17,17
llane-spaanderman,Llane Spaanderman,RUC,22,22,22,22
david-mundy,David Mundy,MID,25,25,25,25
sam-butler,Sam Butler,GEN_DEF,15,15,15,15
alex-gilmour,Alex Gilmour,MID,24,24,24,24
cameron-thurley,Cameron Thurley,GEN_FWD,17,17,17,17
matthew-moody,Matthew Moody,MID,23,23,23,23
chad-jones,Chad Jones,KEY_FWD,16,16,16,16
harry-miller,Harry Miller,GEN_FWD,15,15,15,15
daniel-mcconnell,Daniel McConnell,MID,21,21,21,21
adam-campbell,Adam Campbell,KEY_FWD,16,16,16,16
jay-nash,Jay Nash,GEN_DEF,13,13,13,13
tim-schmidt,Tim Schmidt,MID,19,19,19,19
brad-symes,Brad Symes,MID,19,19,19,19
joshua-krueger,Joshua Krueger,KEY_DEF,15,15,15,15
brayden-shaw,Brayden Shaw,MID,17,17,17,17
jed-adcock,Jed Adcock,GEN_DEF,12,12,12,12
luke-peel,Luke Peel,GEN_DEF,12,12,12,12
brent-hall,Brent Hall,RUC,18,18,18,18
chris-johnson,Chris Johnson,GEN_DEF,12,12,12,12
tom-roach,Tom Roach,MID,15,15,15,15
mark-blake,Mark Blake,RUC,18,18,18,18
eddie-sansbury,Eddie Sansbury,GEN_FWD,11,11,11,11
zac-dawson,Zac Dawson,KEY_DEF,15,15,15,15
matthew-spencer,Matthew Spencer,KEY_DEF,15,15,15,15
brett-peake,Brett Peake,MID,10,10,10,10
ricky-dyson,Ricky Dyson,MID,14,14,14,14
michael-pettigrew,Michael Pettigrew,GEN_DEF,11,11,11,11
andrew-ericksen,Andrew Ericksen,RUC,15,15,15,15
heath-shaw,Heath Shaw,GEN_DEF,11,11,11,11
tom-logan,Tom Logan,GEN_DEF,11,11,11,11
iszac-thompson,Iszac Thompson,MID,13,13,13,13
daniel-jackson,Daniel Jackson,MID,13,13,13,13
sam-fisher-2003,Sam Fisher,KEY_DEF,8,8,8,8
brent-lecras,Brent LeCras,GEN_FWD,10,10,10,10
ben-hudson,Ben Hudson,RUC,12,12,12,12
matthew-davis,Matthew Davis,GEN_FWD,10,10,10,10
julian-rowe,Julian Rowe,MID,12,12,12,12
michael-rischitelli,Michael Rischitelli,MID,12,12,12,12
brent-hartigan,Brent Hartigan,GEN_DEF,11,11,11,11
adrian-deluca,Adrian Deluca,RUC,12,12,12,12
shane-tuck,Shane Tuck,MID,5,5,5,5
stephen-kenna,Stephen Kenna,GEN_FWD,9,9,9,9
andrew-raines,Andrew Raines,MID,12,12,12,12
kyle-archibald,Kyle Archibald,KEY_FWD,10,10,10,10
james-condos,James Condos,MID,9,9,9,9
andrew-carrazzo,Andrew Carrazzo,MID,7,7,7,7
aaron-davey,Aaron Davey,GEN_FWD,6,6,6,6
nathan-foley,Nathan Foley,MID,10,10,10,10
luke-buckland,Luke Buckland,GEN_DEF,9,9,9,9
dylan-pfitzner,Dylan Pfitzner,GEN_FWD,6,6,6,6
ben-clifton,Ben Clifton,KEY_DEF,8,8,8,8
brett-jones,Brett Jones,GEN_DEF,5,5,5,5
paul-duffield,Paul Duffield,GEN_DEF,7,7,7,7
ben-cosgriff,Ben Cosgriff,GEN_FWD,6,6,6,6
adam-grocke,Adam Grocke,KEY_DEF,8,8,8,8
aaron-rogers,Aaron Rogers,GEN_FWD,6,6,6,6
zane-leonard,Zane Leonard,MID,8,8,8,8
murray-boyd,Murray Boyd,KEY_DEF,8,8,8,8
paul-newman,Paul Newman,GEN_DEF,7,7,7,7
james-allan,James Allan,MID,8,8,8,8
michael-rix,Michael Rix,RUC,10,10,10,10
michael-embley,Michael Embley,KEY_FWD,7,7,7,7
nathan-lovett-murray,Nathan Lovett-Murray,GEN_FWD,4,4,4,4
rowan-andrews,Rowan Andrews,RUC,10,10,10,10
salim-hassan,Salim Hassan,GEN_FWD,6,6,6,6
david-fanning,David Fanning,RUC,10,10,10,10
matt-pardew,Matt Pardew,GEN_DEF,7,7,7,7
adam-bentick,Adam Bentick,MID,8,8,8,8
josh-thurgood,Josh Thurgood,GEN_DEF,7,7,7,7
jaymie-graham,Jaymie Graham,KEY_DEF,8,8,8,8
michael-warren,Michael Warren,KEY_DEF,8,8,8,8
andrew-lovett,Andrew Lovett,MID,6,6,6,6
brad-dabrowski,Brad Dabrowski,KEY_FWD,7,7,7,7
dale-ellis,Dale Ellis,KEY_FWD,7,7,7,7
dean-benson,Dean Benson,GEN_FWD,6,6,6,6
josh-drummond,Josh Drummond,GEN_DEF,8,8,8,8
sam-pleming,Sam Pleming,KEY_DEF,8,8,8,8
joel-campbell,Joel Campbell,MID,8,8,8,8
shaun-bergin,Shaun Bergin,GEN_DEF,7,7,7,7
peter-summers,Peter Summers,GEN_FWD,6,6,6,6
luke-taylor,Luke Taylor,GEN_DEF,7,7,7,7
jake-furfaro,Jake Furfaro,GEN_FWD,6,6,6,6
setanta-o-hailpin,Setanta Ó hAilpín,KEY_FWD,10,10,10,10
paul-shelton,Paul Shelton,MID,8,8,8,8
nick-potter,Nick Potter,GEN_FWD,6,6,6,6
leigh-ryswyk,Leigh Ryswyk,GEN_DEF,7,7,7,7
jeremy-stiller,Jeremy Stiller,GEN_DEF,7,7,7,7
doug-scott,Doug Scott,KEY_DEF,8,8,8,8
michael-johnson,Michael Johnson,GEN_DEF,7,7,7,7
jacob-surjan,Jacob Surjan,GEN_DEF,7,7,7,7
brett-deledio,Brett Deledio,MID,73,73,73,73
jarryd-roughead,Jarryd Roughead,KEY_FWD,24,24,24,24
ryan-griffen,Ryan Griffen,MID,65,65,65,65
richard-tambling,Richard Tambling,MID,61,61,61,61
lance-franklin,Lance Franklin,KEY_FWD,23,23,23,23
tom-williams,Tom Williams,KEY_FWD,22,22,22,22
jordan-lewis,Jordan Lewis,MID,48,48,48,48
john-meesen,John Meesen,RUC,24,24,24,24
jordan-russell,Jordan Russell,GEN_DEF,20,20,20,20
chris-egan,Chris Egan,GEN_FWD,32,32,32,32
adam-thomson,Adam Thomson,MID,37,37,37,37
danny-meyer,Danny Meyer,MID,34,34,34,34
matthew-bate,Matthew Bate,GEN_FWD,24,24,24,24
angus-monfries,Angus Monfries,GEN_FWD,23,23,23,23
lynden-dunn,Lynden Dunn,KEY_DEF,20,20,20,20
adam-pattison,Adam Pattison,KEY_FWD,17,17,17,17
andrew-mcqualter,Andrew McQualter,GEN_FWD,19,19,19,19
cameron-wood,Cameron Wood,RUC,22,22,22,22
ryan-willits,Ryan Willits,KEY_FWD,16,16,16,16
dean-polo,Dean Polo,MID,23,23,23,23
tom-murphy,Tom Murphy,GEN_DEF,14,14,14,14
jesse-wells,Jesse Wells,KEY_DEF,17,17,17,17
sean-rusling,Sean Rusling,KEY_FWD,16,16,16,16
nathan-van-berlo,Nathan van Berlo,MID,21,21,21,21
adam-hartlett,Adam Hartlett,KEY_DEF,16,16,16,16
matthew-little,Matthew Little,GEN_FWD,14,14,14,14
pat-garner,Pat Garner,KEY_DEF,16,16,16,16
chad-gibson,Chad Gibson,KEY_FWD,15,15,15,15
matt-rosa,Matt Rosa,MID,17,17,17,17
andrew-lee,Andrew Lee,KEY_DEF,15,15,15,15
jarred-moore,Jarred Moore,GEN_FWD,13,13,13,13
brent-prismall,Brent Prismall,MID,16,16,16,16
james-ezard,James Ezard,MID,16,16,16,16
fabian-deluca,Fabian Deluca,RUC,18,18,18,18
luke-mcguane,Luke McGuane,KEY_DEF,15,15,15,15
mark-lecras,Mark LeCras,GEN_FWD,11,11,11,11
damien-mccormack,Damien McCormack,GEN_DEF,11,11,11,11
travis-cloke,Travis Cloke,KEY_FWD,16,16,16,16
ivan-maric,Ivan Maric,RUC,17,17,17,17
luke-blackwell,Luke Blackwell,MID,14,14,14,14
jesse-smith,Jesse Smith,GEN_DEF,20,20,20,20
michael-newton,Michael Newton,KEY_FWD,10,10,10,10
mitch-morton,Mitch Morton,GEN_FWD,26,26,26,26
justin-sherman,Justin Sherman,GEN_FWD,10,10,10,10
henry-slattery,Henry Slattery,GEN_DEF,11,11,11,11
nathan-ablett,Nathan Ablett,KEY_FWD,10,10,10,10
jayden-attard,Jayden Attard,GEN_DEF,11,11,11,11
ben-eckermann,Ben Eckermann,MID,13,13,13,13
dean-limbach,Dean Limbach,KEY_FWD,10,10,10,10
simon-taylor,Simon Taylor,RUC,14,14,14,14
stephen-tiller,Stephen Tiller,GEN_DEF,11,11,11,11
adam-iacobucci,Adam Iacobucci,GEN_DEF,11,11,11,11
chris-knights,Chris Knights,GEN_FWD,10,10,10,10
brad-moran,Brad Moran,RUC,12,12,12,12
benet-copping,Benet Copping,KEY_FWD,10,10,10,10
paul-thomas,Paul Thomas,MID,12,12,12,12
matthew-egan,Matthew Egan,GEN_DEF,11,11,11,11
james-gwilt,James Gwilt,GEN_DEF,11,11,11,11
luke-forsyth,Luke Forsyth,GEN_FWD,9,9,9,9
toby-stribling,Toby Stribling,MID,12,12,12,12
ben-schwarze,Ben Schwarze,GEN_DEF,11,11,11,11
chris-bryan,Chris Bryan,RUC,12,12,12,12
anthony-raso,Anthony Raso,KEY_FWD,10,10,10,10
will-thursfield,Will Thursfield,KEY_DEF,10,10,10,10
ruory-kirkby,Ruory Kirkby,GEN_DEF,7,7,7,7
rowan-nayna,Rowan Nayna,GEN_DEF,7,7,7,7
ben-davies,Ben Davies,MID,8,8,8,8
ryan-nye,Ryan Nye,GEN_DEF,7,7,7,7
daniel-batson,Daniel Batson,RUC,10,10,10,10
josh-gibson,Josh Gibson,KEY_DEF,10,10,10,10
joe-krieger,Joe Krieger,MID,8,8,8,8
ben-sharp,Ben Sharp,MID,8,8,8,8
brendan-van-schaik,Brendan Van Schaik,KEY_FWD,7,7,7,7
ryan-bain,Ryan Bain,MID,8,8,8,8
guy-campbell,Guy Campbell,KEY_DEF,8,8,8,8
jarrod-garth,Jarrod Garth,KEY_FWD,7,7,7,7
travis-baird,Travis Baird,GEN_DEF,7,7,7,7
danyle-pearce,Danyle Pearce,GEN_FWD,6,6,6,6
clinton-young,Clinton Young,MID,8,8,8,8
dale-morris,Dale Morris,KEY_DEF,4,4,4,4
heritier-lumumba,Heritier Lumumba,GEN_DEF,7,7,7,7
jonathon-griffin,Jonathon Griffin,RUC,10,10,10,10
jack-juniper,Jack Juniper,GEN_FWD,6,6,6,6
beau-maister,Beau Maister,KEY_FWD,7,7,7,7
matthew-warnock,Matthew Warnock,KEY_DEF,10,10,10,10
ben-jolley,Ben Jolley,MID,8,8,8,8
luke-vogels,Luke Vogels,GEN_DEF,7,7,7,7
nick-batchelor,Nick Batchelor,MID,8,8,8,8
ed-mcdonnell,Ed McDonnell,MID,8,8,8,8
thomas-willday,Thomas Willday,RUC,10,10,10,10
john-hinge,John Hinge,GEN_DEF,7,7,7,7
nick-becker,Nick Becker,GEN_FWD,6,6,6,6
scott-mcmahon,Scott McMahon,GEN_DEF,7,7,7,7
ashley-thornton,Ashley Thornton,GEN_DEF,7,7,7,7
heath-grundy,Heath Grundy,KEY_DEF,8,8,8,8
tim-sheringham,Tim Sheringham,GEN_DEF,7,7,7,7
kristan-height,Kristan Height,GEN_FWD,6,6,6,6
aisake-o-hailpin,Aisake O'hAilpin,RUC,10,10,10,10
justin-perkins,Justin Perkins,GEN_DEF,7,7,7,7
stefan-garrubba,Stefan Garrubba,MID,8,8,8,8
earl-shaw,Earl Shaw,RUC,10,10,10,10
ed-clarke,Ed Clarke,MID,8,8,8,8
marcus-allan,Marcus Allan,MID,8,8,8,8
andrew-hayes,Andrew Hayes,GEN_FWD,6,6,6,6
will-hamill-2004,Will Hamill,GEN_DEF,7,7,7,7
martin-pask,Martin Pask,KEY_FWD,7,7,7,7
scott-harding,Scott Harding,MID,8,8,8,8
eddie-betts,Eddie Betts,GEN_FWD,8,8,8,8
elijah-ware,Elijah Ware,GEN_FWD,8,8,8,8
marc-murphy,Marc Murphy,MID,73,73,73,73
dale-thomas,Dale Thomas,MID,71,71,71,71
xavier-ellis,Xavier Ellis,MID,65,65,65,65
joshua-kennedy,Joshua Kennedy,KEY_FWD,23,23,23,23
scott-pendlebury,Scott Pendlebury,MID,569,569,569,569
beau-dowler,Beau Dowler,KEY_FWD,22,22,22,22
paddy-ryder,Paddy Ryder,RUC,24,24,24,24
jarrad-oakley-nicholls,Jarrad Oakley-Nicholls,MID,46,46,46,46
mitch-clark,Mitch Clark,KEY_FWD,21,21,21,21
marcus-drum,Marcus Drum,GEN_DEF,20,20,20,20
shaun-higgins,Shaun Higgins,GEN_FWD,31,31,31,31
nathan-jones,Nathan Jones,MID,37,37,37,37
shannon-hurn,Shannon Hurn,GEN_DEF,20,20,20,20
grant-birchall,Grant Birchall,GEN_DEF,19,19,19,19
travis-varcoe,Travis Varcoe,GEN_FWD,24,24,24,24
richard-douglas,Richard Douglas,MID,29,29,29,29
darren-pfeiffer,Darren Pfeiffer,MID,27,27,27,27
max-bailey,Max Bailey,RUC,22,22,22,22
courtenay-dempsey,Courtenay Dempsey,GEN_DEF,16,16,16,16
paul-bower,Paul Bower,GEN_DEF,15,15,15,15
danny-stanley,Danny Stanley,MID,24,24,24,24
beau-muston,Beau Muston,MID,23,23,23,23
ryan-cook,Ryan Cook,MID,23,23,23,23
cleve-hughes,Cleve Hughes,GEN_FWD,16,16,16,16
wayde-mills,Wayde Mills,KEY_DEF,17,17,17,17
garrick-ibbotson,Garrick Ibbotson,GEN_DEF,13,13,13,13
dylan-addison,Dylan Addison,GEN_FWD,14,14,14,14
matt-riggio,Matt Riggio,GEN_DEF,13,13,13,13
ben-mckinley,Ben McKinley,GEN_FWD,14,14,14,14
nick-lower,Nick Lower,MID,19,19,19,19
trent-west,Trent West,RUC,20,20,20,20
bernie-vince,Bernie Vince,MID,12,12,12,12
sam-gilbert,Sam Gilbert,GEN_DEF,13,13,13,13
matthew-spangher,Matthew Spangher,KEY_DEF,15,15,15,15
stephen-owen,Stephen Owen,GEN_FWD,12,12,12,12
jake-edwards,Jake Edwards,KEY_FWD,13,13,13,13
john-anthony,John Anthony,KEY_FWD,13,13,13,13
travis-tuck,Travis Tuck,MID,15,15,15,15
jay-neagle,Jay Neagle,KEY_FWD,12,12,12,12
travis-casserly,Travis Casserly,MID,15,15,15,15
rhan-hooper,Rhan Hooper,GEN_FWD,11,11,11,11
robert-warnock,Robert Warnock,RUC,16,16,16,16
andrew-swallow,Andrew Swallow,MID,14,14,14,14
alipate-carlile,Alipate Carlile,KEY_DEF,14,14,14,14
ryan-gamble,Ryan Gamble,GEN_FWD,10,10,10,10
alan-obst,Alan Obst,GEN_DEF,11,11,11,11
sam-lonergan,Sam Lonergan,GEN_FWD,10,10,10,10
matthew-laidlaw,Matthew Laidlaw,MID,13,13,13,13
simon-buckley,Simon Buckley,MID,13,13,13,13
kristin-thornton,Kristin Thornton,MID,13,13,13,13
joel-patfull,Joel Patfull,KEY_DEF,8,8,8,8
michael-west,Michael West,KEY_FWD,10,10,10,10
hugh-minson,Hugh Minson,RUC,13,13,13,13
ryan-brabazon,Ryan Brabazon,MID,12,12,12,12
clint-bartram,Clint Bartram,GEN_DEF,11,11,11,11
mathew-stokes,Mathew Stokes,GEN_FWD,8,8,8,8
phillip-raymond,Phillip Raymond,GEN_FWD,9,9,9,9
austin-lucy,Austin Lucy,KEY_DEF,13,13,13,13
heath-neville,Heath Neville,MID,12,12,12,12
tim-hutchison,Tim Hutchison,KEY_FWD,10,10,10,10
jonathan-giles,Jonathan Giles,RUC,12,12,12,12
justin-sweeney,Justin Sweeney,GEN_FWD,9,9,9,9
ryan-jackson,Ryan Jackson,MID,9,9,9,9
alan-toovey,Alan Toovey,GEN_DEF,9,9,9,9
luke-mcentee,Luke McEntee,RUC,10,10,10,10
lachlan-mckinnon,Lachlan McKinnon,RUC,10,10,10,10
angus-graham,Angus Graham,RUC,10,10,10,10
jason-roe,Jason Roe,GEN_DEF,7,7,7,7
jace-bode,Jace Bode,GEN_DEF,7,7,7,7
ed-lower,Ed Lower,MID,8,8,8,8
tom-rischbieth,Tom Rischbieth,GEN_FWD,6,6,6,6
todd-grima,Todd Grima,KEY_FWD,7,7,7,7
brad-sugars,Brad Sugars,GEN_FWD,6,6,6,6
cathal-corr,Cathal Corr,MID,8,8,8,8
jonathan-simpkin,Jonathan Simpkin,MID,8,8,8,8
craig-flint,Craig Flint,GEN_DEF,7,7,7,7
daniel-nicholls,Daniel Nicholls,MID,8,8,8,8
lukas-markovic,Lukas Markovic,KEY_DEF,8,8,8,8
heath-hocking,Heath Hocking,MID,8,8,8,8
leonard-clark,Leonard Clark,RUC,10,10,10,10
danny-hughes,Danny Hughes,GEN_FWD,6,6,6,6
djaran-whyman,Djaran Whyman,GEN_FWD,6,6,6,6
greg-bentley,Greg Bentley,MID,8,8,8,8
tom-redden,Tom Redden,MID,8,8,8,8
matt-priddis,Matt Priddis,MID,9,9,9,9
james-wall,James Wall,KEY_DEF,8,8,8,8
shannon-cox,Shannon Cox,KEY_DEF,8,8,8,8
matthew-firman,Matthew Firman,GEN_FWD,6,6,6,6
cameron-howat,Cameron Howat,MID,8,8,8,8
shane-neaves,Shane Neaves,RUC,10,10,10,10
tim-looby,Tim Looby,GEN_DEF,7,7,7,7
adrian-bonaddio,Adrian Bonaddio,GEN_FWD,6,6,6,6
paul-currie,Paul Currie,GEN_DEF,7,7,7,7
tim-o-keefe,Tim O'Keefe,KEY_FWD,7,7,7,7
cheynee-stiller,Cheynee Stiller,GEN_DEF,7,7,7,7
andre-gianfagna,Andre Gianfagna,MID,8,8,8,8
sam-elliott,Sam Elliott,MID,8,8,8,8
simon-phillips,Simon Phillips,GEN_FWD,6,6,6,6
ben-mcglynn,Ben McGlynn,GEN_FWD,6,6,6,6
colm-begley,Colm Begley,GEN_DEF,7,7,7,7
kieren-jack,Kieren Jack,MID,8,8,8,8
brendan-quigley,Brendan Quigley,GEN_DEF,7,7,7,7
ed-barlow,Ed Barlow,MID,8,8,8,8
adam-prior,Adam Prior,GEN_DEF,7,7,7,7
sam-rowe,Sam Rowe,KEY_DEF,8,8,8,8
sam-iles,Sam Iles,MID,8,8,8,8
matt-white,Matt White,GEN_FWD,6,6,6,6
matt-thomas,Matt Thomas,MID,8,8,8,8
jason-porplyzia,Jason Porplyzia,GEN_FWD,6,6,6,6
benjamin-johnson-2019,Benjamin Johnson,GEN_DEF,11,11,11,11
oscar-berry,Oscar Berry,KEY_DEF,123,123,123,123
patrick-carr,Patrick Carr,RUC,412,412,412,412
cillian-bourke,Cillian Bourke,GEN_DEF,386,386,386,386
